function,projected_eles,inv_max_fpr,pos_eles,ele_length,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
TestBloomFilterStringInsertion,2048,1000,8,100,79539,8603.75,8582.24,ns,,,,,
TestBloomFilterStringInsertion,2,4096,8,100,293207,2390.65,2380.29,ns,,,,,
TestBloomFilterStringInsertion,8,4096,8,100,193638,3647.61,3622.43,ns,,,,,
TestBloomFilterStringInsertion,64,4096,8,100,126734,5583.99,5549.93,ns,,,,,
TestBloomFilterStringInsertion,512,4096,8,100,94774,7430.05,7387.31,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,8,100,76872,8784.42,8742.9,ns,,,,,
TestBloomFilterStringInsertion,2,32768,8,100,284842,2475.4,2437.07,ns,,,,,
TestBloomFilterStringInsertion,8,32768,8,100,188547,3994.29,3903.89,ns,,,,,
TestBloomFilterStringInsertion,64,32768,8,100,99368,6128.87,5997.81,ns,,,,,
TestBloomFilterStringInsertion,512,32768,8,100,88528,7908.22,7794.49,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,8,100,77787,9256.77,9134.68,ns,,,,,
TestBloomFilterStringInsertion,2,262144,8,100,260666,3064.35,2903.88,ns,,,,,
TestBloomFilterStringInsertion,8,262144,8,100,159100,4663.17,4451.28,ns,,,,,
TestBloomFilterStringInsertion,64,262144,8,100,91539,7203.77,6885.66,ns,,,,,
TestBloomFilterStringInsertion,512,262144,8,100,76348,9353.41,8993.03,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,8,100,70640,10243,9987.66,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,8,100,236588,3078.97,2937.46,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,8,100,141723,5603.84,5211.51,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,8,100,71768,10540.4,9664.03,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,8,100,47983,15169.8,14023.7,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,8,100,48200,15036.3,14182.2,ns,,,,,
TestBloomFilterStringInsertion,2,1000,64,100,78142,9013.29,9009.01,ns,,,,,
TestBloomFilterStringInsertion,8,1000,64,100,37373,18820.6,18816.3,ns,,,,,
TestBloomFilterStringInsertion,64,1000,64,100,20568,34104.2,34100.2,ns,,,,,
TestBloomFilterStringInsertion,512,1000,64,100,13990,48268.5,48245.2,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,64,100,11699,59047.4,59019,ns,,,,,
TestBloomFilterStringInsertion,2,4096,64,100,77127,8996.49,8988.23,ns,,,,,
TestBloomFilterStringInsertion,8,4096,64,100,36993,19010.8,18988.6,ns,,,,,
TestBloomFilterStringInsertion,64,4096,64,100,20580,34244.6,34202.7,ns,,,,,
TestBloomFilterStringInsertion,512,4096,64,100,14377,48669.5,48635,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,64,100,11408,59464.6,59378.9,ns,,,,,
TestBloomFilterStringInsertion,2,32768,64,100,76903,9511.52,9451.04,ns,,,,,
TestBloomFilterStringInsertion,8,32768,64,100,35862,19034.4,18996.2,ns,,,,,
TestBloomFilterStringInsertion,64,32768,64,100,20431,34329.8,34273.8,ns,,,,,
TestBloomFilterStringInsertion,512,32768,64,100,14088,49184.7,49126.3,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,64,100,11812,59093.4,59026.8,ns,,,,,
TestBloomFilterStringInsertion,2,262144,64,100,75866,9336.39,9274.85,ns,,,,,
TestBloomFilterStringInsertion,8,262144,64,100,34802,20640.3,20403.8,ns,,,,,
TestBloomFilterStringInsertion,64,262144,64,100,18904,38467.6,37903.9,ns,,,,,
TestBloomFilterStringInsertion,512,262144,64,100,13370,58745.5,57135.8,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,64,100,8861,74615.4,72983.2,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,64,100,69626,11534.2,11114.7,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,64,100,30442,25494.3,24575.8,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,64,100,15208,41939,41196.1,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,64,100,11120,69815.5,67815.9,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,64,100,8519,74314.3,73611.6,ns,,,,,
TestBloomFilterStringInsertion,2,1000,512,100,10840,65220.2,64971,ns,,,,,
TestBloomFilterStringInsertion,8,1000,512,100,4847,146991,146569,ns,,,,,
TestBloomFilterStringInsertion,64,1000,512,100,2548,268891,268356,ns,,,,,
TestBloomFilterStringInsertion,512,1000,512,100,1809,394892,393769,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,512,100,1418,480333,479017,ns,,,,,
TestBloomFilterStringInsertion,2,4096,512,100,10787,64062.4,63911.8,ns,,,,,
TestBloomFilterStringInsertion,8,4096,512,100,4783,144208,143955,ns,,,,,
TestBloomFilterStringInsertion,64,4096,512,100,2544,265913,265632,ns,,,,,
TestBloomFilterStringInsertion,512,4096,512,100,1836,384653,384193,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,512,100,1525,460604,460363,ns,,,,,
TestBloomFilterStringInsertion,2,32768,512,100,11362,62259.5,62207.6,ns,,,,,
TestBloomFilterStringInsertion,8,32768,512,100,4980,144341,144002,ns,,,,,
TestBloomFilterStringInsertion,64,32768,512,100,2662,268655,268101,ns,,,,,
TestBloomFilterStringInsertion,512,32768,512,100,1760,384824,384452,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,512,100,1490,478547,477078,ns,,,,,
TestBloomFilterStringInsertion,2,262144,512,100,11082,64723.5,64472.2,ns,,,,,
TestBloomFilterStringInsertion,8,262144,512,100,4807,147326,146857,ns,,,,,
TestBloomFilterStringInsertion,64,262144,512,100,2549,271423,271052,ns,,,,,
TestBloomFilterStringInsertion,512,262144,512,100,1799,389606,389379,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,512,100,1000,504683,503288,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,512,100,11027,65060,64804.5,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,512,100,4293,154639,154034,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,512,100,2332,324244,322687,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,512,100,1303,472626,471204,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,512,100,1275,536652,535704,ns,,,,,
TestBloomFilterStringInsertion,2,1000,4096,100,1459,484049,483993,ns,,,,,
TestBloomFilterStringInsertion,8,1000,4096,100,615,1.16199e+06,1.15929e+06,ns,,,,,
TestBloomFilterStringInsertion,64,1000,4096,100,324,2.15965e+06,2.1553e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000,4096,100,225,3.11808e+06,3.11239e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,4096,100,192,3.7939e+06,3.78448e+06,ns,,,,,
TestBloomFilterStringInsertion,2,4096,4096,100,1000,505775,504376,ns,,,,,
TestBloomFilterStringInsertion,8,4096,4096,100,595,1.15721e+06,1.15485e+06,ns,,,,,
TestBloomFilterStringInsertion,64,4096,4096,100,327,2.17825e+06,2.17265e+06,ns,,,,,
TestBloomFilterStringInsertion,512,4096,4096,100,222,3.20938e+06,3.18726e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,4096,100,185,3.71952e+06,3.7166e+06,ns,,,,,
TestBloomFilterStringInsertion,2,32768,4096,100,1413,499121,498850,ns,,,,,
TestBloomFilterStringInsertion,8,32768,4096,100,606,1.13587e+06,1.13534e+06,ns,,,,,
TestBloomFilterStringInsertion,64,32768,4096,100,336,2.07832e+06,2.07795e+06,ns,,,,,
TestBloomFilterStringInsertion,512,32768,4096,100,233,3.03634e+06,3.03543e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,4096,100,192,3.66185e+06,3.65992e+06,ns,,,,,
TestBloomFilterStringInsertion,2,262144,4096,100,1412,498178,497364,ns,,,,,
TestBloomFilterStringInsertion,8,262144,4096,100,599,1.15319e+06,1.1513e+06,ns,,,,,
TestBloomFilterStringInsertion,64,262144,4096,100,321,2.26789e+06,2.25946e+06,ns,,,,,
TestBloomFilterStringInsertion,512,262144,4096,100,199,3.47057e+06,3.45472e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,4096,100,161,4.15134e+06,4.13906e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,4096,100,1336,503408,503257,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,4096,100,597,1.1927e+06,1.19122e+06,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,4096,100,306,2.25616e+06,2.25555e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,4096,100,174,3.64318e+06,3.63752e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,4096,100,146,4.3972e+06,4.39465e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000,8192,100,718,969884,969745,ns,,,,,
TestBloomFilterStringInsertion,8,1000,8192,100,317,2.22973e+06,2.22916e+06,ns,,,,,
TestBloomFilterStringInsertion,64,1000,8192,100,169,4.15281e+06,4.15172e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000,8192,100,119,6.06918e+06,6.06716e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000,8192,100,97,7.30863e+06,7.30475e+06,ns,,,,,
TestBloomFilterStringInsertion,2,4096,8192,100,724,965892,965754,ns,,,,,
TestBloomFilterStringInsertion,8,4096,8192,100,319,2.23214e+06,2.2315e+06,ns,,,,,
TestBloomFilterStringInsertion,64,4096,8192,100,169,4.23082e+06,4.22889e+06,ns,,,,,
TestBloomFilterStringInsertion,512,4096,8192,100,112,6.00538e+06,6.00413e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,4096,8192,100,97,7.35861e+06,7.35539e+06,ns,,,,,
TestBloomFilterStringInsertion,2,32768,8192,100,730,968798,968685,ns,,,,,
TestBloomFilterStringInsertion,8,32768,8192,100,312,2.27754e+06,2.27618e+06,ns,,,,,
TestBloomFilterStringInsertion,64,32768,8192,100,157,4.21384e+06,4.2098e+06,ns,,,,,
TestBloomFilterStringInsertion,512,32768,8192,100,113,6.18138e+06,6.17042e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,32768,8192,100,94,7.5405e+06,7.52455e+06,ns,,,,,
TestBloomFilterStringInsertion,2,262144,8192,100,690,980654,980048,ns,,,,,
TestBloomFilterStringInsertion,8,262144,8192,100,309,2.2895e+06,2.28761e+06,ns,,,,,
TestBloomFilterStringInsertion,64,262144,8192,100,164,4.4232e+06,4.41419e+06,ns,,,,,
TestBloomFilterStringInsertion,512,262144,8192,100,102,6.45839e+06,6.45071e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,262144,8192,100,88,8.01686e+06,7.9991e+06,ns,,,,,
TestBloomFilterStringInsertion,2,1000000,8192,100,680,1.01938e+06,1.01817e+06,ns,,,,,
TestBloomFilterStringInsertion,8,1000000,8192,100,281,2.55924e+06,2.5553e+06,ns,,,,,
TestBloomFilterStringInsertion,64,1000000,8192,100,119,4.69673e+06,4.69424e+06,ns,,,,,
TestBloomFilterStringInsertion,512,1000000,8192,100,97,6.73751e+06,6.73573e+06,ns,,,,,
TestBloomFilterStringInsertion,2048,1000000,8192,100,80,8.1772e+06,8.17435e+06,ns,,,,,
TestBloomFilterIntQuery,2,1000,8,10,2447484,282.611,282.531,ns,,,,,
TestBloomFilterIntQuery,8,1000,8,10,1168166,609.548,609.413,ns,,,,,
TestBloomFilterIntQuery,64,1000,8,10,615899,1156.3,1155.92,ns,,,,,
TestBloomFilterIntQuery,512,1000,8,10,428347,1618.18,1618.01,ns,,,,,
TestBloomFilterIntQuery,2048,1000,8,10,358618,1943.44,1942.62,ns,,,,,
TestBloomFilterIntQuery,2,4096,8,10,2464433,296.182,295.904,ns,,,,,
TestBloomFilterIntQuery,8,4096,8,10,1171019,607.674,607.579,ns,,,,,
TestBloomFilterIntQuery,64,4096,8,10,2620653,268.901,268.821,ns,,,,,
TestBloomFilterIntQuery,512,4096,8,10,436981,1628.07,1627.73,ns,,,,,
TestBloomFilterIntQuery,2048,4096,8,10,771486,909.48,908.938,ns,,,,,
TestBloomFilterIntQuery,2,32768,8,10,2592583,269.983,269.865,ns,,,,,
TestBloomFilterIntQuery,8,32768,8,10,2592785,268.3,268.218,ns,,,,,
TestBloomFilterIntQuery,64,32768,8,10,2595082,267.747,267.71,ns,,,,,
TestBloomFilterIntQuery,512,32768,8,10,2594870,270.098,270.011,ns,,,,,
TestBloomFilterIntQuery,2048,32768,8,10,2608038,268.47,268.307,ns,,,,,
TestBloomFilterIntQuery,2,262144,8,10,2607445,269.041,268.931,ns,,,,,
TestBloomFilterIntQuery,8,262144,8,10,2629819,268.766,268.72,ns,,,,,
TestBloomFilterIntQuery,64,262144,8,10,2630056,268.309,268.214,ns,,,,,
TestBloomFilterIntQuery,512,262144,8,10,2630630,269.662,269.573,ns,,,,,
TestBloomFilterIntQuery,2048,262144,8,10,2588413,267.696,267.587,ns,,,,,
TestBloomFilterIntQuery,2,1000000,8,10,2589619,267.487,267.449,ns,,,,,
TestBloomFilterIntQuery,8,1000000,8,10,2596776,268.127,268.074,ns,,,,,
TestBloomFilterIntQuery,64,1000000,8,10,2608155,268.928,268.872,ns,,,,,
TestBloomFilterIntQuery,512,1000000,8,10,2565794,268.465,268.318,ns,,,,,
TestBloomFilterIntQuery,2048,1000000,8,10,2609205,268.839,268.775,ns,,,,,
TestBloomFilterIntQuery,2,1000,64,10,294401,2385.39,2385.15,ns,,,,,
TestBloomFilterIntQuery,8,1000,64,10,133374,5271.78,5269.87,ns,,,,,
TestBloomFilterIntQuery,64,1000,64,10,67446,10094.8,10093.9,ns,,,,,
TestBloomFilterIntQuery,512,1000,64,10,48939,14457.2,14450.6,ns,,,,,
TestBloomFilterIntQuery,2048,1000,64,10,40211,17570.3,17562.3,ns,,,,,
TestBloomFilterIntQuery,2,4096,64,10,293420,2391.17,2390.73,ns,,,,,
TestBloomFilterIntQuery,8,4096,64,10,133846,5273,5271.67,ns,,,,,
TestBloomFilterIntQuery,64,4096,64,10,307375,2250.87,2250.46,ns,,,,,
TestBloomFilterIntQuery,512,4096,64,10,48487,14442.1,14436.9,ns,,,,,
TestBloomFilterIntQuery,2048,4096,64,10,87615,8065.48,8061.44,ns,,,,,
TestBloomFilterIntQuery,2,32768,64,10,309785,2287.03,2284.85,ns,,,,,
TestBloomFilterIntQuery,8,32768,64,10,304089,2296.17,2293.1,ns,,,,,
TestBloomFilterIntQuery,64,32768,64,10,294268,2305.84,2300.59,ns,,,,,
TestBloomFilterIntQuery,512,32768,64,10,307824,2265.56,2263.86,ns,,,,,
TestBloomFilterIntQuery,2048,32768,64,10,305075,2279.19,2276.87,ns,,,,,
TestBloomFilterIntQuery,2,262144,64,10,302493,2327.37,2322,ns,,,,,
TestBloomFilterIntQuery,8,262144,64,10,303384,2311.82,2307.07,ns,,,,,
TestBloomFilterIntQuery,64,262144,64,10,302170,2298.04,2294.36,ns,,,,,
TestBloomFilterIntQuery,512,262144,64,10,285865,2405.14,2392.47,ns,,,,,
TestBloomFilterIntQuery,2048,262144,64,10,287091,2362.12,2355.21,ns,,,,,
TestBloomFilterIntQuery,2,1000000,64,10,291306,2401.33,2388.49,ns,,,,,
TestBloomFilterIntQuery,8,1000000,64,10,301556,2327.84,2323.32,ns,,,,,
TestBloomFilterIntQuery,64,1000000,64,10,303248,2288.93,2286.17,ns,,,,,
TestBloomFilterIntQuery,512,1000000,64,10,305598,2263.52,2263.22,ns,,,,,
TestBloomFilterIntQuery,2048,1000000,64,10,307768,2272.15,2270.98,ns,,,,,
TestBloomFilterIntQuery,2,1000,512,10,36859,19364.5,19346.6,ns,,,,,
TestBloomFilterIntQuery,8,1000,512,10,16362,42805.5,42793.9,ns,,,,,
TestBloomFilterIntQuery,64,1000,512,10,8583,82600.4,82583.4,ns,,,,,
TestBloomFilterIntQuery,512,1000,512,10,6060,118068,118004,ns,,,,,
TestBloomFilterIntQuery,2048,1000,512,10,4895,141648,141561,ns,,,,,
TestBloomFilterIntQuery,2,4096,512,10,36509,19200.6,19194.8,ns,,,,,
TestBloomFilterIntQuery,8,4096,512,10,16336,42749.1,42740.9,ns,,,,,
TestBloomFilterIntQuery,64,4096,512,10,38299,18132.4,18130.3,ns,,,,,
TestBloomFilterIntQuery,512,4096,512,10,5969,117616,117560,ns,,,,,
TestBloomFilterIntQuery,2048,4096,512,10,10804,65241.4,65201.9,ns,,,,,
TestBloomFilterIntQuery,2,32768,512,10,38411,18508,18486.9,ns,,,,,
TestBloomFilterIntQuery,8,32768,512,10,37335,18238.8,18226.3,ns,,,,,
TestBloomFilterIntQuery,64,32768,512,10,38079,18143,18137.2,ns,,,,,
TestBloomFilterIntQuery,512,32768,512,10,38308,18427.2,18413.8,ns,,,,,
TestBloomFilterIntQuery,2048,32768,512,10,38749,18357.3,18345.9,ns,,,,,
TestBloomFilterIntQuery,2,262144,512,10,38481,18191,18185.5,ns,,,,,
TestBloomFilterIntQuery,8,262144,512,10,38430,18465.9,18449.1,ns,,,,,
TestBloomFilterIntQuery,64,262144,512,10,38680,18155.9,18154,ns,,,,,
TestBloomFilterIntQuery,512,262144,512,10,38644,18205.9,18201.9,ns,,,,,
TestBloomFilterIntQuery,2048,262144,512,10,38791,18173.8,18172.9,ns,,,,,
TestBloomFilterIntQuery,2,1000000,512,10,38231,18153.4,18149.4,ns,,,,,
TestBloomFilterIntQuery,8,1000000,512,10,38122,18231.4,18226.6,ns,,,,,
TestBloomFilterIntQuery,64,1000000,512,10,38922,18567,18538.5,ns,,,,,
TestBloomFilterIntQuery,512,1000000,512,10,37698,18410.8,18392.6,ns,,,,,
TestBloomFilterIntQuery,2048,1000000,512,10,38060,18333.1,18317.4,ns,,,,,
TestBloomFilterIntQuery,2,1000,4096,10,4265,156723,156496,ns,,,,,
TestBloomFilterIntQuery,8,1000,4096,10,2028,341232,341118,ns,,,,,
TestBloomFilterIntQuery,64,1000,4096,10,1037,660230,659851,ns,,,,,
TestBloomFilterIntQuery,512,1000,4096,10,749,954824,953573,ns,,,,,
TestBloomFilterIntQuery,2048,1000,4096,10,623,1.13865e+06,1.1379e+06,ns,,,,,
TestBloomFilterIntQuery,2,4096,4096,10,4561,153079,153048,ns,,,,,
TestBloomFilterIntQuery,8,4096,4096,10,2072,343172,342997,ns,,,,,
TestBloomFilterIntQuery,64,4096,4096,10,1593,436130,435525,ns,,,,,
TestBloomFilterIntQuery,512,4096,4096,10,1197,555700,555050,ns,,,,,
TestBloomFilterIntQuery,2048,4096,4096,10,1287,572466,571197,ns,,,,,
TestBloomFilterIntQuery,2,32768,4096,10,4686,149199,148972,ns,,,,,
TestBloomFilterIntQuery,8,32768,4096,10,4720,147733,147537,ns,,,,,
TestBloomFilterIntQuery,64,32768,4096,10,4702,146450,146341,ns,,,,,
TestBloomFilterIntQuery,512,32768,4096,10,4631,147552,147385,ns,,,,,
TestBloomFilterIntQuery,2048,32768,4096,10,4722,151255,150780,ns,,,,,
TestBloomFilterIntQuery,2,262144,4096,10,4654,148003,147764,ns,,,,,
TestBloomFilterIntQuery,8,262144,4096,10,4525,149101,148869,ns,,,,,
TestBloomFilterIntQuery,64,262144,4096,10,4816,146850,146753,ns,,,,,
TestBloomFilterIntQuery,512,262144,4096,10,4804,146025,145991,ns,,,,,
TestBloomFilterIntQuery,2048,262144,4096,10,4718,149203,148932,ns,,,,,
TestBloomFilterIntQuery,2,1000000,4096,10,4575,150597,150278,ns,,,,,
TestBloomFilterIntQuery,8,1000000,4096,10,4825,148192,148081,ns,,,,,
TestBloomFilterIntQuery,64,1000000,4096,10,4755,145862,145837,ns,,,,,
TestBloomFilterIntQuery,512,1000000,4096,10,4747,145087,145066,ns,,,,,
TestBloomFilterIntQuery,2048,1000000,4096,10,4864,146719,146692,ns,,,,,
TestBloomFilterIntQuery,2,1000,8192,10,2288,309919,309702,ns,,,,,
TestBloomFilterIntQuery,8,1000,8192,10,1036,698190,697305,ns,,,,,
TestBloomFilterIntQuery,64,1000,8192,10,526,1.33695e+06,1.33615e+06,ns,,,,,
TestBloomFilterIntQuery,512,1000,8192,10,378,1.88447e+06,1.88394e+06,ns,,,,,
TestBloomFilterIntQuery,2048,1000,8192,10,309,2.32785e+06,2.32251e+06,ns,,,,,
TestBloomFilterIntQuery,2,4096,8192,10,2226,316257,315357,ns,,,,,
TestBloomFilterIntQuery,8,4096,8192,10,1006,691935,691290,ns,,,,,
TestBloomFilterIntQuery,64,4096,8192,10,760,889528,888220,ns,,,,,
TestBloomFilterIntQuery,512,4096,8192,10,656,1.08169e+06,1.08053e+06,ns,,,,,
TestBloomFilterIntQuery,2048,4096,8192,10,532,1.33287e+06,1.32944e+06,ns,,,,,
TestBloomFilterIntQuery,2,32768,8192,10,2399,296959,296608,ns,,,,,
TestBloomFilterIntQuery,8,32768,8192,10,2171,324865,324170,ns,,,,,
TestBloomFilterIntQuery,64,32768,8192,10,1852,376615,373367,ns,,,,,
TestBloomFilterIntQuery,512,32768,8192,10,2364,297298,296697,ns,,,,,
TestBloomFilterIntQuery,2048,32768,8192,10,2349,301221,300403,ns,,,,,
TestBloomFilterIntQuery,2,262144,8192,10,2398,299278,298562,ns,,,,,
TestBloomFilterIntQuery,8,262144,8192,10,2353,299464,298815,ns,,,,,
TestBloomFilterIntQuery,64,262144,8192,10,2292,296876,296411,ns,,,,,
TestBloomFilterIntQuery,512,262144,8192,10,2405,295027,294848,ns,,,,,
TestBloomFilterIntQuery,2048,262144,8192,10,2402,303390,302690,ns,,,,,
TestBloomFilterIntQuery,2,1000000,8192,10,2416,304496,302422,ns,,,,,
TestBloomFilterIntQuery,8,1000000,8192,10,2395,291051,290985,ns,,,,,
TestBloomFilterIntQuery,64,1000000,8192,10,2406,293721,293642,ns,,,,,
TestBloomFilterIntQuery,512,1000000,8192,10,2408,290588,290548,ns,,,,,
TestBloomFilterIntQuery,2048,1000000,8192,10,2346,293712,293598,ns,,,,,
TestBloomFilterIntQuery,2,1000,8,64,2472607,287.198,286.809,ns,,,,,
TestBloomFilterIntQuery,8,1000,8,64,1082351,628.06,626.424,ns,,,,,
TestBloomFilterIntQuery,64,1000,8,64,598767,1169.81,1168.13,ns,,,,,
TestBloomFilterIntQuery,512,1000,8,64,420100,1703.18,1698.65,ns,,,,,
TestBloomFilterIntQuery,2048,1000,8,64,347220,2029.66,2024.35,ns,,,,,
TestBloomFilterIntQuery,2,4096,8,64,2484825,291.909,291.249,ns,,,,,
TestBloomFilterIntQuery,8,4096,8,64,1111093,609.654,609.233,ns,,,,,
TestBloomFilterIntQuery,64,4096,8,64,2591470,276.065,274.97,ns,,,,,
TestBloomFilterIntQuery,512,4096,8,64,417270,1640.51,1638.74,ns,,,,,
TestBloomFilterIntQuery,2048,4096,8,64,763900,954.97,951.447,ns,,,,,
TestBloomFilterIntQuery,2,32768,8,64,2577671,274.01,273.475,ns,,,,,
TestBloomFilterIntQuery,8,32768,8,64,2567846,271.911,271.568,ns,,,,,
TestBloomFilterIntQuery,64,32768,8,64,2624780,273.978,273.578,ns,,,,,
TestBloomFilterIntQuery,512,32768,8,64,2569203,275.077,274.462,ns,,,,,
TestBloomFilterIntQuery,2048,32768,8,64,2515190,277.187,276.517,ns,,,,,
TestBloomFilterIntQuery,2,262144,8,64,2492815,276.532,276.001,ns,,,,,
TestBloomFilterIntQuery,8,262144,8,64,2514666,276.852,276.225,ns,,,,,
TestBloomFilterIntQuery,64,262144,8,64,2515976,276.411,275.799,ns,,,,,
TestBloomFilterIntQuery,512,262144,8,64,2582368,272.989,272.733,ns,,,,,
TestBloomFilterIntQuery,2048,262144,8,64,2522413,272.881,272.568,ns,,,,,
TestBloomFilterIntQuery,2,1000000,8,64,2585898,277.72,276.862,ns,,,,,
TestBloomFilterIntQuery,8,1000000,8,64,2565945,273.805,273.377,ns,,,,,
TestBloomFilterIntQuery,64,1000000,8,64,2500080,276.995,276.466,ns,,,,,
TestBloomFilterIntQuery,512,1000000,8,64,2595294,270.632,270.542,ns,,,,,
TestBloomFilterIntQuery,2048,1000000,8,64,2604302,268.807,268.682,ns,,,,,
TestBloomFilterIntQuery,2,1000,64,64,296108,2390.76,2389.45,ns,,,,,
TestBloomFilterIntQuery,8,1000,64,64,132971,5411.87,5407.95,ns,,,,,
TestBloomFilterIntQuery,64,1000,64,64,66407,10227.8,10225.4,ns,,,,,
TestBloomFilterIntQuery,512,1000,64,64,48581,14455,14453.1,ns,,,,,
TestBloomFilterIntQuery,2048,1000,64,64,40821,17494.3,17489.8,ns,,,,,
TestBloomFilterIntQuery,2,4096,64,64,293608,2386.18,2385.52,ns,,,,,
TestBloomFilterIntQuery,8,4096,64,64,133654,5268.43,5266.55,ns,,,,,
TestBloomFilterIntQuery,64,4096,64,64,306296,2254.07,2253.33,ns,,,,,
TestBloomFilterIntQuery,512,4096,64,64,48322,14500.8,14496,ns,,,,,
TestBloomFilterIntQuery,2048,4096,64,64,87997,8063.19,8061.59,ns,,,,,
TestBloomFilterIntQuery,2,32768,64,64,311324,2262.43,2261.81,ns,,,,,
TestBloomFilterIntQuery,8,32768,64,64,311237,2283.62,2281,ns,,,,,
TestBloomFilterIntQuery,64,32768,64,64,294474,2360.09,2351.65,ns,,,,,
TestBloomFilterIntQuery,512,32768,64,64,295126,2373.55,2366.53,ns,,,,,
TestBloomFilterIntQuery,2048,32768,64,64,291653,2296,2293.06,ns,,,,,
TestBloomFilterIntQuery,2,262144,64,64,306972,2349.97,2343.47,ns,,,,,
TestBloomFilterIntQuery,8,262144,64,64,298247,2451.78,2432.64,ns,,,,,
TestBloomFilterIntQuery,64,262144,64,64,274605,2620.66,2574.6,ns,,,,,
TestBloomFilterIntQuery,512,262144,64,64,291586,2468.3,2445.66,ns,,,,,
TestBloomFilterIntQuery,2048,262144,64,64,264164,2934.05,2773.89,ns,,,,,
TestBloomFilterIntQuery,2,1000000,64,64,241740,2456.56,2424.62,ns,,,,,
TestBloomFilterIntQuery,8,1000000,64,64,277894,2485.63,2468.17,ns,,,,,
TestBloomFilterIntQuery,64,1000000,64,64,294009,2493.65,2477.7,ns,,,,,
TestBloomFilterIntQuery,512,1000000,64,64,289060,2473.11,2457.97,ns,,,,,
TestBloomFilterIntQuery,2048,1000000,64,64,288499,2366.62,2362.36,ns,,,,,
TestBloomFilterIntQuery,2,1000,512,64,36149,21150.7,21077,ns,,,,,
TestBloomFilterIntQuery,8,1000,512,64,15333,44885.8,44714.7,ns,,,,,
TestBloomFilterIntQuery,64,1000,512,64,8082,86817,86566.7,ns,,,,,
TestBloomFilterIntQuery,512,1000,512,64,5393,125368,124902,ns,,,,,
TestBloomFilterIntQuery,2048,1000,512,64,4906,146778,146493,ns,,,,,
TestBloomFilterIntQuery,2,4096,512,64,35932,19653.4,19615.1,ns,,,,,
TestBloomFilterIntQuery,8,4096,512,64,15627,46440.1,46276.8,ns,,,,,
TestBloomFilterIntQuery,64,4096,512,64,36983,18903.3,18852.7,ns,,,,,
TestBloomFilterIntQuery,512,4096,512,64,5856,121759,121421,ns,,,,,
TestBloomFilterIntQuery,2048,4096,512,64,10492,67940.3,67767.8,ns,,,,,
TestBloomFilterIntQuery,2,32768,512,64,38770,18726.8,18694.4,ns,,,,,
TestBloomFilterIntQuery,8,32768,512,64,38063,18641.8,18610,ns,,,,,
TestBloomFilterIntQuery,64,32768,512,64,37444,18702.2,18672,ns,,,,,
TestBloomFilterIntQuery,512,32768,512,64,38359,19160,19070.9,ns,,,,,
TestBloomFilterIntQuery,2048,32768,512,64,36359,18842,18787.3,ns,,,,,
TestBloomFilterIntQuery,2,262144,512,64,36470,19195.2,19111.4,ns,,,,,
